username,text,sentimental
Rami Maher,I think it looks pretty nice! Your thoughts?,negative
Rami Maher,"While Apple tries to maintain absolute secrecy about Project Titan, leaks show that things are quickly heating up _ the latest report from Business Insider reveals that Cupertino may have poached the Vice_ョ__村 President of Chassis Development for the Porsche Taycan, Dr. Manfred Harrer.

The Taycan is Porsche__ first electric car, the production-ready version of which was revealed in late 2019. This is expected to serve as a platform for other all-electric cars from Porsche. However, the German carmaker will have to do that without Dr. Harrer _ he literally wrote the book on modern steering systems.

Harrer started his career at Audi, then moved to BMW before joining Porsche. He was head of chassis development at Porsche, which includes the internal combustion cars, but all-electric vehicles are a completely different beast, so his experience with the Taycan is what matters. You can read this post for an overview of the mechanical magic underneath the Taycan.

So far both Porsche and Harrer have not commented on this transition (this could be a case of garden leave). Anyway, a former VW executive says that Apple hit the jackpot with this hire.

Earlier today it was reported that Apple is close to signing a deal with Hyundai subsidiary Kia, which will allow it to start manufacturing 100,000 cars a year by 2024 (with the option to expand to 400,000/year). The work will be carried out in Kia__ facilities in the US state of Georgia.",negative
Apple&IOS,"Will Apple iPhone 14 Get A 120Hz Display And 6GB RAM Support?

ENCYCLOPEDIAHUB.COM
Will Apple iPhone 14 get a 120Hz display and 6GB RAM support?",neutral
Rami Maher,"Swiss watchmaker H. Moser has returned with another cheeky spin on the iconic Apple Watch design with the Swiss Alp Watch Final Upgrade. It__ a $30,800 Vantablack-infused creation that mocks not just Apple___ョ__村 design but the loading wheel found on Apple__ macOS, iOS, and watchOS products, via Hodinkee.

__o updates required, no lousy autonomy, no unnecessary features, no annoying notifications, just the only reminder you ever really need: To disconnect from all the noise and cherish each and every moment,_ Moser boasts.

Moser has been making its Alp Watch series of Apple Watch-esque timepieces for years, going back to the original model (which launched a few months after Apple__ original smartwatch). The company is known for its edgy design choices in the watchmaking world: at one point, it created a watch made of actual Swiss cheese in protest of watchmaking standards, for instance.

Since 2016, Moser has released several variants on its Alp Watch in a variety of colors and materials. But the Swiss Alp Watch Final Upgrade model (as the name implies) is apparently the final time the company will be poking fun at the folks in Cupertino.

The Final Upgrade model might be the most entertaining of all the pastiches, though, with a Vantablack face (which absorbs 99.965 percent of visible light) that promises to be an even darker black than even the __rue blacks_ of Apple__ OLED panels. The hands of the watch are actually also black; they just don__ look it in comparison.

But the cleverest aspect is the __oading wheel_ at the 6 o__lock position that apes Apple__ boot indicator. The wheel is actually a fully functional mechanical second hand indicator. It__ comprised of cutouts in the Vantablack face, behind which the rotating gradient second hand wheel creates the loading effect.

For all the lightheartedness, though, the Swiss Alp Watch Final Upgrade is a serious piece of hardware: Moser is still a top-tier watchmaking company, and the hand-wound HMC 324 Manufacture",negative
Rami Maher,"A new report from Korean outlet DongA claims that Apple and Kia are nearing a deal that would see Apple make a $3.6b (4 trillion KRW) investment in Kia for future electric car production.

Apple is targeting_ョ__村 Hyundai subsidiary Kia for its US facilities in Georgia. Through its investment Apple hopes to begin electric car manufacturing by 2024 with the initial expectation of 100,000 vehicles per year. That figure could further be expanded to 400,000 units per year.

Industry insiders claim that Apple is leaning towards Hyundai as its main partner to enter into car production because of its electric vehicle platform - E-GMP - its production facilities in the US and its reported ability to begin vehicle production by 2024.

Apparently Kia will handle the production and manufacturing, while Apple will be in control of self-driving hardware, software and user experience, battery technologies, semiconductors and form factor.

Apple and Hyundai have been in talks for awhile. Hyundai admitted as much, only to backtrack later on. Currently it has been reported that Hyundai execs are mulling over whether to enter into business with Apple. However insiders claim that Hyundai is more than ready and sees this as an opportunity to gain favor with Apple's loyal base of users around the world.",negative
Malome Basadi,Hello,neutral
Dad.0,"Hey guys - if you're interested, check out my long-term review of the Apple Watch SE. I appreciate it!

YOUTUBE.COM
Apple Watch SE Long-Term Review",negative
Vishmika Keshan,"I phone X
64GB
Phone only
Battery health 84%
Condition 99%
No errors
Lowest price
90 000/=",negative
Brittany Kathleen Canales,"https://www.google.com/amp/s/www.zdnet.com/google-amp/article/why-is-your-iphones-battery-draining-so-fast/

ZDNET.COM
Why is your iPhone's battery draining so fast? | ZDNet",negative
Rami Maher,"Hyundai__ E-GMP uses up to two motors, five-link rear suspension, an integrated drive axle, battery cells that can provide range over 500km on a full charge, and can be charged up to 80% within 18 minutes_ョ__村 through high-speed charging. A high performance model based on E-GMP is capable of accelerating from 0-60 miles per hour in less than 3.5 seconds, with a top speed of 160 miles per hour. Hyundai plans to sell 1 million BEV units worldwide by 2025.",negative
Brittany Kathleen Canales,"https://blog.fruitfixed.com/2020/06/05/why-are-iphones-so-popular-7-reasons-to-switch-to-apple/

BLOG.FRUITFIXED.COM
Why Are iPhones So Popular? 7 Reasons to Switch to Apple -",negative
Marko ?or?evi?,"Smartphone numbers game...
#digitalmarkings",negative
Brittany Kathleen Canales,"http://saxakali.com/do-iphones-last-longer-than-android-phones/

SAXAKALI.COM
Do iPhones Last Longer than Android Phones? - Saxakali",negative
Marko ?or?evi?,"In case you did not know...
#macOSBigSur #macos #digitalmarkings



9TO5MAC.COM
Apple releases macOS Big Sur 11.2 with fixes for Bluetooth, external display issues, more - 9to5Mac",negative
Marko ?or?evi?,"Well, folks - we__e all played our part. So Apple, you are welcome ?

https://9to5mac.com/2021/01/27/aapl-earnings-q1-2021-apple/
#apple #appleproducts #digitalmarkings

9TO5MAC.COM
Apple (AAPL) reports record-breaking Q1 2021 earnings - 9to5Mac",neutral
Rami Maher,"Apple__ latest iPhones stuck with Face ID as the singular method of biometric authentication in an era when people are wearing face masks everywhere they go. This inevitably means having to enter your passcode_ョ__村 constantly throughout the day. But Apple has come up with a stopgap solution that should make it easier to get into your phone during mask life _ as long as you__e got an Apple Watch.

As first reported by Pocket-lint, the new iOS 14.5 update, which went into beta today, uses the Apple Watch on your wrist to quickly authenticate and unlock your iPhone. Apple already offers this convenient trick on the Mac, but now it__ coming to the iPhone as well.

It works similarly here. You lift your iPhone to turn on the screen, and you__l feel a little nudge of haptic feedback on your Apple Watch to indicate that your iPhone has been unlocked. The devices must be in close proximity for this to work in the first place, which is a measure to keep your data secure. (If the Apple Watch is locked, this won__ work either.) And this Apple Watch shortcut is only good for unlocking your iPhone; App Store and iTunes purchases will still require other authentication if your face is covered. And as a final security check, you__l still be asked to put in your passcode every few hours even when unlock with Apple Watch is enabled.

This feature hasn__ always been so reliable for some Mac owners, so it__l take some testing to see whether Apple has made it more seamless on the iPhone, which people unlock a whole lot throughout the day. Android has offered a similar benefit for some time now via the __mart lock_ setting.

It__ been rumored (most recently by The Wall Street Journal) that Apple is considering moving to an in-screen fingerprint reader to complement Face ID for the iPhone 13. The latest iPad Air also features a Touch ID fingerprint sensor within the power button, so Apple certainly has options for giving users more choice in future iPhones.",negative
Sunu Thomas,Any deals on phones?,neutral
?l B锚rt,Anyone with iphone 4s battery on sell,negative
Marko ?or?evi?,"Apple on the update roll...
https://appleinsider.com/articles/21/02/01/apple-releases-first-developer-betas-for-ios-145-ipados-145-tvos-145-and-watchos-74
#ios14 #watchos14 #Ipados14 #digitalmarkings

APPLEINSIDER.COM
Apple releases first developer betas for iOS 14.5, iPadOS 14.5, tvOS 14.5, and watchOS 7.4 | AppleInsider",neutral
Tan Yiting,"I need help, my iphone 11 i fell to the ground just yesterday and I found that the external screen of the phone was broken. What should I do? I have bought it for almost a year",negative
Jo Z Zoo,"hi everyone! I just uploaded a new youtube video. This time, I am documenting my iphone 12 mini's update to iOS 14.4
So if you are considering to update your iPhone 12 mini to iOS 14,4, you may wish to check out this particular video before updating.

YOUTUBE.COM
iPhone 12 Mini iOS 14.4 UPDATE!!! Step-by-Step",negative
Gsm Buddy,"Gsm Buddy 杩_浜___
2021骞1_30_ 20:18 路",negative
Bruce Burke,"Fa Pa Ta host Jon Prosser shares about Xiaomi Air Charge.

Is Apple now reserving the AirPower name for their own version of wirelessly charging through the air?

I asked Tim Cook & Deniz Teoman if U1 chip could be used to pinpoint device for optimized charging.

#Apple #AirPower #MagSafe #Power #Charge #AirCharge #Applefanboi



YOUTUBE.COM
iPhone 13 - YESS! More leaks confirmed! + Exclusive AirTags info!",negative
Apple&IOS,"Will Apple iPhone 14 Get A 120Hz Display And 6GB RAM Support?

ENCYCLOPEDIAHUB.COM
Will Apple iPhone 14 get a 120Hz display and 6GB RAM support?",neutral
Jas Talks,"https://youtu.be/kEuYb6LLJ3w Learn your edit iPhone 6s
#editchallenge #smartphonephotography #photography #photographychallenge #MPPI

YOUTUBE.COM
iPhone photo edit tutorial",neutral
Faizan Ahmed,"The next iPhone may come with an in-display fingerprint scanner!
#iPhone13withFingerprintSensor #iPhone2021 #iPhone13

IDEASDOME.COM
Expect 2021 iPhone with In-Display Fingerprint Scanner",neutral
Rami Maher,"What are your thoughts about iPhone SE Plus leaked specs?

Rs 36000 = $492 = 406_ = 1331Dt",neutral
Rami Maher,"According to The Wall Street Journal__ Joanna Stern, Apple is working on optical in-display Touch ID to be available alongside Face ID on the next-generation iPhones.",negative
Rami Maher,Eventually the Apple TV might become a gaming console! Do you think it could one day compete with the Xbox and the PlayStation?,negative
Rami Maher,Would you buy this Product Red edition?,negative
Zak WS,"Hello!

Has anyone got an iPhone XS/11 that they dont need anymore. As I need one for my sisters birthday. My sister is trying to adopt me and I__ really appreciate it! Please comment below if you do. I really need it so I can make my sister happy for her birthday. As the adoption process is very special

Please anyone. If you are happy to give it away for free. Please comment

????",negative
Bruce Burke,"It's not, however, a competitor for the MacBook Pro. Microsoft knows that. It knows the Surface isn't a better computing device than the MacBook Pro by any of the usual ways you would measure performance.

It_ョ__村 doesn't get better battery life. It's not faster. It's not even that much lighter with the Type Cover (2.5 pounds vs three pounds).

So, instead, Microsoft is gaslighting you.

I know that sounds harsh, but that's exactly what it is when companies try to make you question reality through the use of selective facts.

The dangerous thing about gaslighting, especially in marketing, is that all of the words you use might be true.

They just don't tell the truth.

How do you know it's gaslighting?

Because Microsoft obviously knows better. That's something no brand should ever do.

#Apple #FakeReview #Microsoft #Gaslighting #Applefanboi #Fake #Comparison #Sad #Weak #Fail



INC.COM
Microsoft Released a Bizarre New Ad and It__ Hoping You Won__ Notice It__ Pure Gaslighting",negative
Marko ?or?evi?,"In case you__e missed it, IOS 14.4 is out

https://www.theverge.com/2021/1/26/22251149/iphone-update-14-4-fixes-exploited-security-vulnerabilities

#ios14 #apple #digitalmarkings

THEVERGE.COM
The new iPhone update fixes security bugs, so it__ best to install it ASAP",negative
Bruce Burke,"Steve Jobs last interview with Kara Swisher & Walt Mossberg in 2010, at D8 Conference.

It__ great to see Tim Cook fulfilling Steve__ privacy vision with iOS 14.4 update.

Let__ continue on this secure path.

#Apple #SteveJobs #Privacy #Applefanboi #iOS14 #Secure



YOUTUBE.COM
Steve Jobs in 2010, at D8 Conference (Full Video)",negative
Bruce Burke,"Steve Jobs last interview with Kara Swisher & Walt Mossberg in 2010, at D8 Conference.

It__ great to see Tim Cook fulfilling Steve__ privacy vision with iOS 14.4 update.

Let__ continue on this secure path.

#Apple #SteveJobs #Privacy #Applefanboi #iOS14 #Secure



YOUTUBE.COM
Steve Jobs in 2010, at D8 Conference (Full Video)",negative
Priyank Puri,"Tech bro
2021骞1_28_ 00:53 路",negative
Brittany Kathleen Canales,"https://www.apple.com/batteries/maximizing-performance/

APPLE.COM
Batteries - Maximizing Performance",neutral
Bruce Burke,"""There are a lot of elements at play that are fueling the smartphone market recovery - pent-up demand, continued supply push on 5G, aggressive promotions, and the popularity of low to mid-priced phones,"" said_ョ__村 Nabila Popal, research director with IDC's Worldwide Mobile Device Trackers.

Apple CEO Tim Cook offered a similar take on iPhone performance during a quarterly investor conference call on Wednesday, saying iPhone helped drive massive earnings of $111.4 billion for the company's first fiscal period of 2021.

China, for example, exhibited pent-up demand for a 5G iPhone, while all regions reported double-digit sales growth on the back of record upgrades led by ""Pro"" models.

According to Apple, iPhone's installed user base now sits at more than one billion people.

#Apple #Billion #Global #iPhone #Applefanboi #5G #Demand #U1



APPLEINSIDER.COM
Apple shipped 90.1M iPhones in Q4 to oust Samsung as world's top smartphone vendor, report says | AppleInsider",negative
Bruce Burke,"""There are a lot of elements at play that are fueling the smartphone market recovery - pent-up demand, continued supply push on 5G, aggressive promotions, and the popularity of low to mid-priced phones,"" said_ョ__村 Nabila Popal, research director with IDC's Worldwide Mobile Device Trackers.

Apple CEO Tim Cook offered a similar take on iPhone performance during a quarterly investor conference call on Wednesday, saying iPhone helped drive massive earnings of $111.4 billion for the company's first fiscal period of 2021.

China, for example, exhibited pent-up demand for a 5G iPhone, while all regions reported double-digit sales growth on the back of record upgrades led by ""Pro"" models.

According to Apple, iPhone's installed user base now sits at more than one billion people.

#Apple #Billion #Global #iPhone #Applefanboi #5G #Demand #U1



APPLEINSIDER.COM
Apple shipped 90.1M iPhones in Q4 to oust Samsung as world's top smartphone vendor, report says | AppleInsider",negative
Kim Berly,"Unboxing first

YOUTUBE.COM
V16: iPhone 12 Pro Unboxing | Pacific Blue + Accessories",neutral
Vishmika Keshan,"I phone 6s
128GB
Full set
Space gray 
Battery health 94%
Condition 99%
Lowest price
36 000/=",negative
Dad.0,"YOUTUBE.COM
iPhone 12 Pro Max Review - 3 Months Later",neutral
Apple&IOS,"Will Apple iPhone 14 Get A 120Hz Display And 6GB RAM Support?

ENCYCLOPEDIAHUB.COM
Will Apple iPhone 14 get a 120Hz display and 6GB RAM support?",neutral
Priyank Puri,"Tech bro
2021骞1_29_ 17:55 路",negative
Brittany Kathleen Canales,"https://www.fox4news.com/news/apple-urges-iphone-ipad-users-to-update-operating-system-immediately-after-security-flaws

FOX4NEWS.COM
Apple urges iPhone, iPad users to update operating system immediately",neutral
Tan Yiting,"I'm so entangled, which one to choose?",negative
Daniela Sanchez,Hey everyone! I am new to the group. I have an iPhone xr but its been really laggy lately. I'm planning on getting a new one but still don't know which one. I either want the 11 pro max or the 12 pro max. Although I have heard some rumors about the 12 pro max not being good and other things. I need advice.. Which would u recommend.?,negative
Rami Maher,"iOS 14.4 is now available for supported devices. iOS 14.4 includes improvements and bug fixes including a notification on iPhone 12 models with non-genuine cameras (when repaired). iPadOS 14.4, watchOS 7.3 and tvOS 14.4 are also available.",negative
Rami Maher,"Apple is launching a limited-edition Apple Watch for Black History Month, with a unique watch band, new watchface, and some of the proceeds going toward civil rights organizations.

The watch, part of a new_ョ__村 Black Unity Collection of products, comes with a black, green, and red striped band and face, meant to reflect the Pan-African flag. It otherwise appears to be the standard aluminum version of the Apple Watch Series 6, with pricing starting at $399. The band will also be available separately for $49.

The products will go on sale starting February 1st at Apple and Target. The band will remain on sale all year, but the watch as a whole will only be sold in February. It sounds as though the watchface will be available to anyone with an Apple Watch starting later today.

Apple says it__l be __upporting six global organizations_ as part of this product launch, including the Black Lives Matter Support Fund, the NAACP Legal Defense and Education Fund, and European Network Against Racism.

In addition to the new watch edition, Apple announced a number of other initiatives for Black History Month this year. There__l be a hub in the App Store highlighting Black-owned businesses and developers; Apple Music will get __urated playlists, essays, original videos_ and other content highlighting Black artists; and Apple Maps is getting curated recommendations from EatOkra, which highlights Black-owned restaurants. Apple plans to curate stories focused on Black families and experiences in the Apple TV and Apple News apps and highlight Black authors in Apple Books and Apple Podcasts.

Apple is among a number of tech giants that collectively pledged hundreds of millions of dollars toward racial equity initiatives. Apple announced a $100 million fund in June 2020; earlier this month, Apple said it would create a developer education center in Detroit and support a tech hub for historically Black colleges and universities in Atlanta.",negative
